,Ticker,Date,Period Ending,Estimate,Reported,Time,Surprise,Surprise %,Open Start,Open End
1441,VZ,2019-08-01,Jun-19,$1.20 ,$1.23 ,Before Open,0.03,2.50%,-,-
1442,VZ,2019-04-23,Mar-19,$1.17 ,$1.20 ,Before Open,0.03,2.56%,-,-
1443,VZ,2019-01-29,Dec-18,$1.09 ,$1.12 ,Before Open,0.03,2.75%,-,-
1444,VZ,2018-10-23,Sep-18,$1.19 ,$1.22 ,Before Open,0.03,2.52%,-,-
1445,VZ,2018-07-24,Jun-18,$1.14 ,$1.20 ,Before Open,0.06,5.26%,51.68999862670898,53.93999862670898
1446,VZ,2018-04-24,Mar-18,$1.11 ,$1.17 ,Before Open,0.06,5.41%,50.060001373291016,47.959999084472656
1447,VZ,2018-01-23,Dec-17,$0.88 ,$0.86 ,Before Open,-0.02,-2.27%,-,-
1448,VZ,2017-10-19,Sep-17,$0.98 ,$0.98 ,Before Open,0,0.00%,-,-
1449,VZ,2017-07-27,Jun-17,$0.96 ,$0.96 ,Before Open,0,0.00%,-,-
1450,VZ,2017-04-20,Mar-17,$0.98 ,$0.95 ,Before Open,-0.03,-3.06%,-,-
1451,VZ,2017-01-24,Dec-16,$0.89 ,$0.86 ,Before Open,-0.03,-3.37%,-,-
1452,VZ,2016-10-20,Sep-16,$0.99 ,$1.01 ,Before Open,0.02,2.02%,-,-
1453,VZ,2016-07-26,Jun-16,$0.93 ,$0.94 ,Before Open,0.01,1.08%,-,-
1454,VZ,2016-04-21,Mar-16,$1.06 ,$1.06 ,Before Open,0,0.00%,-,-
1455,VZ,2016-01-21,Dec-15,$0.88 ,$0.89 ,Before Open,0.01,1.14%,-,-
1456,VZ,2015-10-20,Sep-15,$1.02 ,$1.04 ,Before Open,0.02,1.96%,-,-
1457,VZ,2015-07-21,Jun-15,$1.01 ,$1.04 ,Before Open,0.03,2.97%,-,-
1458,VZ,2015-04-21,Mar-15,$0.95 ,$1.02 ,Before Open,0.07,7.37%,49.459999084472656,47.880001068115234
1459,VZ,2015-01-22,Dec-14,$0.71 ,$0.71 ,Before Open,0,0.00%,-,-
1460,VZ,2014-10-21,Sep-14,$0.92 ,$0.89 ,Before Open,-0.03,-3.26%,-,-
1461,VZ,2014-07-22,Jun-14,$0.90 ,$0.91 ,Before Open,0.01,1.11%,-,-
1462,VZ,2014-04-24,Mar-14,$0.87 ,$0.84 ,Before Open,-0.03,-3.45%,-,-
1463,VZ,2014-01-21,Dec-13,$0.64 ,$0.66 ,Before Open,0.02,3.13%,-,-
1464,VZ,2013-10-17,Sep-13,$0.75 ,$0.77 ,Before Open,0.02,2.67%,-,-
1465,VZ,2013-07-18,Jun-13,$0.73 ,$0.73 ,Before Open,0,0.00%,-,-
1466,VZ,2013-04-18,Mar-13,$0.66 ,$0.68 ,Before Open,0.02,3.03%,-,-
1467,VZ,2013-01-22,Dec-12,$0.53 ,$0.38 ,Before Open,-0.15,-28.30%,-,-
1468,VZ,2012-10-18,Sep-12,$0.65 ,$0.64 ,Before Open,-0.01,-1.54%,-,-
1469,VZ,2012-07-19,Jun-12,--,$0.64 ,Before Open,-,-,-,-
1470,VZ,2012-04-19,Mar-12,--,$0.59 ,Before Open,-,-,-,-
1471,NEE,2022-07-22,Jun-22,$0.75 ,$0.81 ,Before Open,0.06,8.00%,80.0,-
1472,NEE,2022-04-21,Mar-22,$0.69 ,$0.74 ,Before Open,0.05,7.25%,76.16999816894531,81.19000244140625
1473,NEE,2022-01-25,Dec-21,$0.40 ,$0.41 ,Before Open,0.01,2.50%,-,-
1474,NEE,2021-10-20,Sep-21,$0.72 ,$0.75 ,Before Open,0.03,4.17%,-,-
1475,NEE,2021-07-23,Jun-21,$0.67 ,$0.71 ,Before Open,0.04,5.97%,76.79000091552734,85.44000244140625
1476,NEE,2021-04-21,Mar-21,$0.60 ,$0.67 ,Before Open,0.07,11.67%,78.19999694824219,72.68000030517578
1477,NEE,2021-01-26,Dec-20,$0.39 ,$0.40 ,Before Open,0.01,2.56%,-,-
1478,NEE,2020-10-21,Sep-20,$0.66 ,$0.67 ,Before Open,0.01,1.52%,-,-
1479,NEE,2020-07-24,Jun-20,$0.63 ,$0.65 ,Before Open,0.02,3.17%,-,-
1480,NEE,2020-04-22,Mar-20,$0.55 ,$0.60 ,Before Open,0.05,9.09%,61.59749984741211,63.04499816894531
1481,NEE,2020-01-24,Dec-19,$0.39 ,$0.36 ,Before Open,-0.03,-7.69%,-,-
1482,NEE,2019-10-22,Sep-19,$0.57 ,$0.60 ,Before Open,0.03,5.26%,59.38750076293945,58.27999877929688
1483,NEE,2019-07-24,Jun-19,$0.57 ,$0.59 ,Before Open,0.02,3.51%,-,-
1484,NEE,2019-04-23,Mar-19,$0.50 ,$0.55 ,Before Open,0.05,10.00%,47.43999862670898,51.25
1485,NEE,2019-01-25,Dec-18,$0.38 ,$0.37 ,Before Open,-0.01,-2.63%,-,-
1486,NEE,2018-10-23,Sep-18,$0.54 ,$0.55 ,Before Open,0.01,1.85%,-,-
1487,NEE,2018-07-25,Jun-18,$0.52 ,$0.53 ,Before Open,0.01,1.92%,-,-
1488,NEE,2018-04-24,Mar-18,$0.45 ,$0.49 ,Before Open,0.04,8.89%,40.38999938964844,39.04750061035156
1489,NEE,2018-01-26,Dec-17,$0.33 ,$0.31 ,Before Open,-0.02,-6.06%,-,-
1490,NEE,2017-10-26,Sep-17,$0.44 ,$0.46 ,Before Open,0.02,4.55%,-,-
1491,NEE,2017-07-26,Jun-17,$0.44 ,$0.47 ,Before Open,0.03,6.82%,36.23749923706055,37.3025016784668
1492,NEE,2017-04-21,Mar-17,$0.39 ,$0.44 ,Before Open,0.05,12.82%,33.154998779296875,35.627498626708984
1493,NEE,2017-01-27,Dec-16,$0.32 ,$0.30 ,Before Open,-0.02,-6.25%,-,-
1494,NEE,2016-10-31,Sep-16,$0.41 ,$0.44 ,Before Open,0.03,7.32%,32.04750061035156,29.92250061035156
1495,NEE,2016-07-27,Jun-16,$0.40 ,$0.42 ,Before Open,0.02,5.00%,31.7549991607666,31.087499618530277
1496,NEE,2016-04-28,Mar-16,$0.35 ,$0.39 ,Before Open,0.04,11.43%,29.052499771118164,30.967500686645508
1497,NEE,2016-01-28,Dec-15,$0.28 ,$0.29 ,Before Open,0.01,3.57%,-,-
1498,NEE,2015-10-28,Sep-15,$0.41 ,$0.40 ,Before Open,-0.01,-2.44%,-,-
1499,NEE,2015-08-03,Jun-15,$0.38 ,$0.39 ,Before Open,0.01,2.63%,-,-
1500,NEE,2015-04-29,Mar-15,$0.32 ,$0.35 ,Before Open,0.03,9.37%,25.57999992370605,24.795000076293945
1501,NEE,2015-01-27,Dec-14,$0.26 ,$0.26 ,Before Open,0,0.00%,-,-
1502,NEE,2014-10-31,Sep-14,$0.39 ,$0.39 ,Before Open,0,0.00%,-,-
1503,NEE,2014-07-29,Jun-14,$0.36 ,$0.36 ,Before Open,0,0.00%,-,-
1504,NEE,2014-04-30,Mar-14,$0.27 ,$0.32 ,Before Open,0.05,18.52%,25.05500030517578,23.90999984741211
1505,NEE,2014-01-28,Dec-13,$0.24 ,$0.24 ,Before Open,0,0.00%,-,-
1506,NEE,2013-11-01,Sep-13,$0.35 ,$0.36 ,Before Open,0.01,2.86%,-,-
1507,NEE,2013-07-30,Jun-13,$0.33 ,$0.37 ,Before Open,0.04,12.12%,21.655000686645508,19.94499969482422
1508,NEE,2013-04-30,Mar-13,$0.25 ,$0.28 ,Before Open,0.03,12.00%,20.412500381469727,19.46500015258789
1509,NEE,2013-01-29,Dec-12,$0.24 ,$0.26 ,Before Open,0.02,8.33%,18.13500022888184,18.32999992370605
1510,NEE,2012-10-24,Sep-12,$0.35 ,$0.32 ,Before Open,-0.03,-8.57%,-,-
1511,NEE,2012-07-26,Jun-12,--,$0.32 ,Before Open,-,-,-,-
1512,NEE,2012-04-25,Mar-12,--,$0.26 ,Before Open,-,-,-,-
1513,WFC,2022-07-15,Jun-22,$0.77 ,$0.74 ,Before Open,-0.03,-3.90%,-,-
1514,WFC,2022-04-14,Mar-22,$0.81 ,$0.88 ,Before Open,0.07,8.64%,46.220001220703125,45.34000015258789
1515,WFC,2022-01-14,Dec-21,$1.09 ,$1.38 ,Before Open,0.29,26.61%,57.720001220703125,51.31999969482422
1516,WFC,2021-10-14,Sep-21,$1.03 ,$1.17 ,Before Open,0.14,13.59%,45.720001220703125,49.66999816894531
1517,WFC,2021-07-14,Jun-21,$0.95 ,$1.38 ,Before Open,0.43,45.26%,44.59000015258789,49.52999877929688
1518,WFC,2021-04-14,Mar-21,$0.69 ,$1.05 ,Before Open,0.36,52.17%,42.09999847412109,46.9900016784668
1519,WFC,2021-01-15,Dec-20,$0.59 ,$0.64 ,Before Open,0.05,8.47%,32.40999984741211,37.34999847412109
1520,WFC,2020-10-14,Sep-20,$0.47 ,$0.56 ,Before Open,0.09,19.15%,23.059999465942383,28.59000015258789
1521,WFC,2020-07-14,Jun-20,($0.16),($0.66),Before Open,-0.5,312.50%,24.979999542236328,24.51000022888184
1522,WFC,2020-04-14,Mar-20,$0.22 ,$0.01 ,Before Open,-0.21,-95.45%,-,-
1523,WFC,2020-01-14,Dec-19,$1.12 ,$0.93 ,Before Open,-0.19,-16.96%,-,-
1524,WFC,2019-10-15,Sep-19,$1.15 ,$0.92 ,Before Open,-0.23,-20.00%,-,-
1525,WFC,2019-07-16,Jun-19,$1.16 ,$1.30 ,Before Open,0.14,12.07%,45.20000076293945,44.63999938964844
1526,WFC,2019-04-12,Mar-19,$1.08 ,$1.20 ,Before Open,0.12,11.11%,45.869998931884766,45.38999938964844
1527,WFC,2019-01-15,Dec-18,$1.17 ,$1.21 ,Before Open,0.04,3.42%,-,-
1528,WFC,2018-10-12,Sep-18,$1.17 ,$1.13 ,Before Open,-0.04,-3.42%,-,-
1529,WFC,2018-07-13,Jun-18,$1.12 ,$1.08 ,Before Open,-0.04,-3.57%,-,-
1530,WFC,2018-04-13,Mar-18,$1.07 ,$1.12 ,Before Open,0.05,4.67%,-,-
1531,WFC,2018-01-12,Dec-17,$1.04 ,$0.97 ,Before Open,-0.07,-6.73%,-,-
1532,WFC,2017-10-13,Sep-17,$1.04 ,$1.04 ,Before Open,0,0.00%,-,-
1533,WFC,2017-07-14,Jun-17,$1.02 ,$1.07 ,Before Open,0.05,4.90%,-,-
1534,WFC,2017-04-13,Mar-17,$0.97 ,$1.00 ,Before Open,0.03,3.09%,-,-
1535,WFC,2017-01-13,Dec-16,$1.00 ,$1.03 ,Before Open,0.03,3.00%,-,-
1536,WFC,2016-10-14,Sep-16,$1.02 ,$1.03 ,Before Open,0.01,0.98%,-,-
1537,WFC,2016-07-15,Jun-16,$1.02 ,$1.01 ,Before Open,-0.01,-0.98%,-,-
1538,WFC,2016-04-14,Mar-16,$0.98 ,$0.99 ,Before Open,0.01,1.02%,-,-
1539,WFC,2016-01-15,Dec-15,$1.02 ,$1.03 ,Before Open,0.01,0.98%,-,-
1540,WFC,2015-10-14,Sep-15,$1.04 ,$1.05 ,Before Open,0.01,0.96%,-,-
1541,WFC,2015-07-14,Jun-15,$1.04 ,$1.03 ,Before Open,-0.01,-0.96%,-,-
1542,WFC,2015-04-14,Mar-15,$0.98 ,$1.04 ,Before Open,0.06,6.12%,54.369998931884766,56.11000061035156
1543,WFC,2015-01-14,Dec-14,$1.02 ,$1.02 ,Before Open,0,0.00%,-,-
1544,WFC,2014-10-14,Sep-14,$1.02 ,$1.02 ,Before Open,0,0.00%,-,-
1545,WFC,2014-07-11,Jun-14,$1.01 ,$1.01 ,Before Open,0,0.00%,-,-
1546,WFC,2014-04-11,Mar-14,$0.97 ,$1.05 ,Before Open,0.08,8.25%,48.369998931884766,50.52999877929688
1547,WFC,2014-01-14,Dec-13,$0.98 ,$1.00 ,Before Open,0.02,2.04%,-,-
1548,WFC,2013-10-11,Sep-13,$0.97 ,$0.99 ,Before Open,0.02,2.06%,-,-
1549,WFC,2013-07-12,Jun-13,$0.93 ,$0.98 ,Before Open,0.05,5.38%,42.97999954223633,42.70000076293945
1550,WFC,2013-04-12,Mar-13,$0.87 ,$0.92 ,Before Open,0.05,5.75%,37.02000045776367,40.79999923706055
1551,WFC,2013-01-13,Dec-12,$0.88 ,$0.91 ,Before Open,0.03,3.41%,-,-
1552,WFC,2012-10-12,Sep-12,--,$0.88 ,Before Open,-,-,-,-
1553,WFC,2011-07-19,Jun-11,--,$0.70 ,Before Open,-,-,-,-
1554,WFC,2011-01-19,Dec-10,--,$0.61 ,Before Open,-,-,-,-
1555,WFC,2010-10-20,Sep-10,--,$0.60 ,Before Open,-,-,-,-
1556,WFC,2010-07-21,Jun-10,--,$0.55 ,Before Open,-,-,-,-
1557,WFC,2010-04-21,Mar-10,--,$0.50 ,Before Open,-,-,-,-
1558,WFC,2010-01-20,Dec-09,--,$0.08 ,Before Open,-,-,-,-
1559,WFC,2009-10-21,Sep-09,--,$0.56 ,Before Open,-,-,-,-
1560,CMCSA,2022-07-28,Jun-22,$0.91 ,$1.01 ,Before Open,0.1,10.99%,39.09000015258789,-
1561,CMCSA,2022-04-28,Mar-22,$0.80 ,$0.86 ,Before Open,0.06,7.50%,41.209999084472656,41.04999923706055
1562,CMCSA,2022-01-27,Dec-21,$0.73 ,$0.77 ,Before Open,0.04,5.48%,47.880001068115234,45.36000061035156
1563,CMCSA,2021-10-28,Sep-21,$0.75 ,$0.87 ,Before Open,0.12,16.00%,51.540000915527344,47.97999954223633
1564,CMCSA,2021-07-29,Jun-21,$0.67 ,$0.84 ,Before Open,0.17,25.37%,58.06999969482422,59.97999954223633
1565,CMCSA,2021-04-29,Mar-21,$0.59 ,$0.76 ,Before Open,0.17,28.81%,56.380001068115234,56.77999877929688
1566,CMCSA,2021-01-28,Dec-20,$0.49 ,$0.56 ,Before Open,0.07,14.29%,50.310001373291016,57.22999954223633
1567,CMCSA,2020-10-29,Sep-20,$0.51 ,$0.65 ,Before Open,0.14,27.45%,42.470001220703125,50.84999847412109
1568,CMCSA,2020-07-30,Jun-20,$0.55 ,$0.69 ,Before Open,0.14,25.45%,43.540000915527344,45.02000045776367
1569,CMCSA,2020-04-30,Mar-20,$0.69 ,$0.71 ,Before Open,0.02,2.90%,-,-
1570,CMCSA,2020-01-23,Dec-19,$0.75 ,$0.79 ,Before Open,0.04,5.33%,44.900001525878906,38.16999816894531
1571,CMCSA,2019-10-24,Sep-19,$0.75 ,$0.79 ,Before Open,0.04,5.33%,45.18000030517578,44.2599983215332
1572,CMCSA,2019-07-25,Jun-19,$0.75 ,$0.78 ,Before Open,0.03,4.00%,-,-
1573,CMCSA,2019-04-25,Mar-19,$0.66 ,$0.76 ,Before Open,0.1,15.15%,43.93000030517578,41.47999954223633
1574,CMCSA,2019-01-23,Dec-18,$0.62 ,$0.64 ,Before Open,0.02,3.23%,-,-
1575,CMCSA,2018-10-25,Sep-18,$0.61 ,$0.65 ,Before Open,0.04,6.56%,35.63999938964844,37.790000915527344
1576,CMCSA,2018-07-26,Jun-18,$0.61 ,$0.65 ,Before Open,0.04,6.56%,34.84000015258789,36.400001525878906
1577,CMCSA,2018-04-25,Mar-18,$0.59 ,$0.62 ,Before Open,0.03,5.08%,34.310001373291016,31.979999542236328
1578,CMCSA,2018-01-24,Dec-17,$0.47 ,$0.49 ,Before Open,0.02,4.26%,-,-
1579,CMCSA,2017-10-26,Sep-17,$0.49 ,$0.52 ,Before Open,0.03,6.12%,35.93000030517578,38.27999877929688
1580,CMCSA,2017-07-27,Jun-17,$0.48 ,$0.52 ,Before Open,0.04,8.33%,39.34999847412109,38.29999923706055
1581,CMCSA,2017-04-27,Mar-17,$0.44 ,$0.53 ,Before Open,0.09,20.45%,39.5,40.560001373291016
1582,CMCSA,2017-01-26,Dec-16,$0.44 ,$0.45 ,Before Open,0.01,2.27%,-,-
1583,CMCSA,2016-10-26,Sep-16,$0.46 ,$0.46 ,Before Open,0,0.00%,-,-
1584,CMCSA,2016-07-27,Jun-16,$0.41 ,$0.42 ,Before Open,0.01,2.44%,-,-
1585,CMCSA,2016-04-27,Mar-16,$0.40 ,$0.42 ,Before Open,0.02,5.00%,30.36000061035156,31.09499931335449
1586,CMCSA,2016-02-03,Dec-15,$0.41 ,$0.41 ,Before Open,0,0.00%,-,-
1587,CMCSA,2015-10-27,Sep-15,$0.40 ,$0.40 ,Before Open,0,0.00%,-,-
1588,CMCSA,2015-07-23,Jun-15,$0.42 ,$0.42 ,Before Open,0,0.00%,-,-
1589,CMCSA,2015-05-04,Mar-15,$0.37 ,$0.40 ,Before Open,0.03,8.11%,29.405000686645508,29.434999465942383
1590,CMCSA,2015-02-24,Dec-14,$0.39 ,$0.39 ,Before Open,0,0.00%,-,-
1591,CMCSA,2014-10-23,Sep-14,$0.36 ,$0.37 ,Before Open,0.01,2.78%,-,-
1592,CMCSA,2014-07-22,Jun-14,$0.36 ,$0.38 ,Before Open,0.02,5.56%,27.26499938964844,27.6200008392334
1593,CMCSA,2014-04-22,Mar-14,$0.32 ,$0.34 ,Before Open,0.02,6.25%,25.48500061035156,26.21999931335449
1594,CMCSA,2014-01-28,Dec-13,$0.34 ,$0.33 ,Before Open,-0.01,-2.94%,-,-
1595,CMCSA,2013-07-31,Jun-13,$0.32 ,$0.33 ,Before Open,0.01,3.13%,-,-
1596,CMCSA,2013-05-01,Mar-13,$0.25 ,$0.26 ,Before Open,0.01,4.00%,-,-
1597,CMCSA,2013-02-12,Dec-12,$0.27 ,$0.26 ,Before Open,-0.01,-3.70%,-,-
1598,CMCSA,2012-10-26,Sep-12,$0.23 ,$0.23 ,Before Open,0,0.00%,-,-
1599,CRM,2022-08-24,Jul-22,$1.02 ,$1.19 ,After Close,0.17,16.67%,168.5800018310547,-
1600,CRM,2022-05-31,Apr-22,$0.93 ,$0.98 ,After Close,0.05,5.38%,178.00999450683594,163.7100067138672
1601,CRM,2022-03-01,Jan-22,$0.73 ,$0.84 ,After Close,0.11,15.07%,216.1000061035156,191.9900054931641
1602,CRM,2021-11-30,Oct-21,$0.92 ,$1.27 ,After Close,0.35,38.04%,271.260009765625,237.5
1603,CRM,2021-08-25,Jul-21,$0.91 ,$1.48 ,After Close,0.57,62.64%,269.79998779296875,275.5400085449219
1604,CRM,2021-05-27,Apr-21,$0.88 ,$1.21 ,After Close,0.33,37.50%,239.22000122070312,242.2899932861328
1605,CRM,2021-02-25,Jan-21,$0.75 ,$1.04 ,After Close,0.29,38.67%,229.38999938964844,229.5200042724609
1606,CRM,2020-12-01,Oct-20,$0.74 ,$1.74 ,After Close,1,135.14%,225.47999572753903,216.1699981689453
1607,CRM,2020-08-25,Jul-20,$0.67 ,$1.44 ,After Close,0.77,114.93%,251.9600067138672,264.20001220703125
1608,CRM,2020-05-28,Apr-20,$0.69 ,$0.70 ,After Close,0.01,1.45%,-,-
1609,CRM,2020-02-25,Jan-20,$0.55 ,$0.66 ,After Close,0.11,20.00%,176.5399932861328,146.3000030517578
1610,CRM,2019-12-03,Oct-19,$0.66 ,$0.75 ,After Close,0.09,13.64%,160.3800048828125,183.22999572753903
1611,CRM,2019-08-22,Jul-19,$0.47 ,$0.66 ,After Close,0.19,40.43%,157.6999969482422,147.27999877929688
1612,CRM,2019-06-04,Apr-19,$0.61 ,$0.93 ,After Close,0.32,52.46%,157.14999389648438,157.0
1613,CRM,2019-03-04,Jan-19,$0.56 ,$0.70 ,After Close,0.14,25.00%,159.9199981689453,160.0399932861328
1614,CRM,2018-11-27,Oct-18,$0.50 ,$0.61 ,After Close,0.11,22.00%,138.47999572753906,145.75
1615,CRM,2018-08-29,Jul-18,$0.47 ,$0.71 ,After Close,0.24,51.06%,151.1199951171875,145.77000427246094
1616,CRM,2018-05-29,Apr-18,$0.46 ,$0.74 ,After Close,0.28,60.87%,132.3000030517578,145.8000030517578
1617,CRM,2018-02-28,Jan-18,$0.33 ,$0.35 ,After Close,0.02,6.06%,120.91000366210938,121.94000244140624
1618,CRM,2017-11-21,Oct-17,$0.37 ,$0.39 ,After Close,0.02,5.41%,106.8499984741211,108.0
1619,CRM,2017-08-22,Jul-17,$0.31 ,$0.33 ,After Close,0.02,6.45%,92.13999938964844,95.5
1620,CRM,2017-05-18,Apr-17,$0.26 ,$0.28 ,After Close,0.02,7.69%,90.9499969482422,87.01000213623047
1621,CRM,2017-02-28,Jan-17,--,$0.28 ,After Close,-,-,-,-
1622,CRM,2016-11-17,Oct-16,--,$0.24 ,After Close,-,-,-,-
1623,CRM,2016-08-31,Jul-16,--,$0.24 ,After Close,-,-,-,-
1624,CRM,2016-05-18,Apr-16,--,$0.24 ,After Close,-,-,-,-
1625,CRM,2016-02-24,Jan-16,$0.19 ,$0.19 ,After Close,0,0.00%,-,-
1626,CRM,2015-11-18,Oct-15,$0.19 ,$0.21 ,After Close,0.02,10.53%,81.05000305175781,77.06999969482422
1627,CRM,2015-08-20,Jul-15,$0.17 ,$0.19 ,After Close,0.02,11.76%,69.0,74.08999633789062
1628,CRM,2015-05-20,Apr-15,$0.14 ,$0.16 ,After Close,0.02,14.29%,73.51000213623047,69.7699966430664
1629,CRM,2015-02-25,Jan-15,$0.14 ,$0.14 ,After Close,0,0.00%,-,-
1630,CRM,2014-11-19,Oct-14,$0.13 ,$0.14 ,After Close,0.01,7.69%,59.43000030517578,58.18000030517578
1631,CRM,2014-08-21,Jul-14,$0.12 ,$0.13 ,After Close,0.01,8.33%,57.88999938964844,58.959999084472656
1632,CRM,2014-05-20,Apr-14,$0.10 ,$0.11 ,After Close,0.01,10.00%,52.59999847412109,59.0
1633,CRM,2014-02-27,Jan-14,$0.06 ,$0.07 ,After Close,0.01,16.67%,66.04000091552734,53.81999969482422
1634,CRM,2013-11-18,Oct-13,$0.09 ,$0.09 ,After Close,0,0.00%,-,-
1635,CRM,2013-08-29,Jul-13,$0.08 ,$0.09 ,After Close,0.01,12.50%,47.66999816894531,50.5099983215332
1636,CRM,2013-05-23,Apr-13,$0.11 ,$0.10 ,After Close,-0.01,-9.09%,-,-
1637,CRM,2013-02-28,Jan-13,$0.10 ,$0.13 ,After Close,0.03,30.00%,44.375,41.994998931884766
1638,CRM,2012-11-20,Oct-12,$0.08 ,$0.08 ,After Close,0,0.00%,-,-
1639,CRM,2012-08-23,Jul-12,--,$0.11 ,After Close,-,-,-,-
1640,CRM,2012-05-17,Apr-12,--,$0.09 ,After Close,-,-,-,-
1641,TXN,2022-07-26,Jun-22,$2.07 ,$2.45 ,After Close,0.38,18.36%,166.77999877929688,-
1642,TXN,2022-04-26,Mar-22,$2.17 ,$2.35 ,After Close,0.18,8.29%,160.5500030517578,165.00999450683594
1643,TXN,2022-01-25,Dec-21,$1.95 ,$2.27 ,After Close,0.32,16.41%,182.2700042724609,169.47999572753906
1644,TXN,2021-10-26,Sep-21,$2.06 ,$2.07 ,After Close,0.01,0.49%,-,-
1645,TXN,2021-07-21,Jun-21,$1.82 ,$2.05 ,After Close,0.23,12.64%,185.7400054931641,189.2100067138672
1646,TXN,2021-04-27,Mar-21,$1.56 ,$1.87 ,After Close,0.31,19.87%,181.63999938964844,186.33999633789065
1647,TXN,2021-01-26,Dec-20,$1.34 ,$1.80 ,After Close,0.46,34.33%,166.4499969482422,172.50999450683594
1648,TXN,2020-10-20,Sep-20,$1.27 ,$1.45 ,After Close,0.18,14.17%,149.10000610351562,163.16000366210938
1649,TXN,2020-07-21,Jun-20,$0.88 ,$1.48 ,After Close,0.6,68.18%,134.60000610351562,146.4499969482422
1650,TXN,2020-04-21,Mar-20,$1.01 ,$1.24 ,After Close,0.23,22.77%,109.68000030517578,126.37999725341795
1651,TXN,2020-01-22,Dec-19,$1.02 ,$1.12 ,After Close,0.1,9.80%,131.4199981689453,111.08999633789062
1652,TXN,2019-10-22,Sep-19,$1.41 ,$1.49 ,After Close,0.08,5.67%,116.8000030517578,120.56999969482422
1653,TXN,2019-07-23,Jun-19,$1.21 ,$1.29 ,After Close,0.08,6.61%,126.5,126.75
1654,TXN,2019-04-23,Mar-19,$1.13 ,$1.22 ,After Close,0.09,7.96%,115.0,109.51000213623048
1655,TXN,2019-01-23,Dec-18,$1.24 ,$1.27 ,After Close,0.03,2.42%,-,-
1656,TXN,2018-10-23,Sep-18,$1.53 ,$1.58 ,After Close,0.05,3.27%,-,-
1657,TXN,2018-07-24,Jun-18,$1.37 ,$1.37 ,After Close,0,0.00%,-,-
1658,TXN,2018-04-24,Mar-18,$1.11 ,$1.21 ,After Close,0.1,9.01%,101.45999908447266,118.3499984741211
1659,TXN,2018-01-23,Dec-17,$1.09 ,$1.09 ,After Close,0,0.00%,-,-
1660,TXN,2017-10-24,Sep-17,$1.12 ,$1.26 ,After Close,0.14,12.50%,95.0,97.31999969482422
1661,TXN,2017-07-25,Jun-17,$0.95 ,$1.03 ,After Close,0.08,8.42%,83.0,82.44999694824219
1662,TXN,2017-04-25,Mar-17,$0.83 ,$0.89 ,After Close,0.06,7.23%,82.16999816894531,83.19999694824219
1663,TXN,2017-01-24,Dec-16,$0.81 ,$0.88 ,After Close,0.07,8.64%,77.72000122070312,79.48999786376953
1664,TXN,2016-10-26,Sep-16,$0.86 ,$0.94 ,After Close,0.08,9.30%,71.4000015258789,72.3499984741211
1665,TXN,2016-07-25,Jun-16,$0.72 ,$0.76 ,After Close,0.04,5.56%,70.6500015258789,69.75
1666,TXN,2016-04-27,Mar-16,$0.62 ,$0.65 ,After Close,0.03,4.84%,-,-
1667,TXN,2016-01-27,Dec-15,$0.69 ,$0.71 ,After Close,0.02,2.90%,-,-
1668,TXN,2015-10-21,Sep-15,$0.67 ,$0.76 ,After Close,0.09,13.43%,56.09999847412109,57.52000045776367
1669,TXN,2015-07-22,Jun-15,$0.65 ,$0.65 ,After Close,0,0.00%,-,-
1670,TXN,2015-04-22,Mar-15,$0.62 ,$0.61 ,After Close,-0.01,-1.61%,-,-
1671,TXN,2015-01-26,Dec-14,$0.69 ,$0.69 ,After Close,0,0.00%,-,-
1672,TXN,2014-10-20,Sep-14,$0.71 ,$0.76 ,After Close,0.05,7.04%,45.540000915527344,54.86000061035156
1673,TXN,2014-07-21,Jun-14,$0.59 ,$0.62 ,After Close,0.03,5.08%,49.0,48.310001373291016
1674,TXN,2014-04-23,Mar-14,$0.41 ,$0.44 ,After Close,0.03,7.32%,47.77999877929688,47.68999862670898
1675,TXN,2014-01-21,Dec-13,$0.47 ,$0.49 ,After Close,0.02,4.26%,-,-
1676,TXN,2013-10-21,Sep-13,$0.53 ,$0.56 ,After Close,0.03,5.66%,40.18000030517578,42.66999816894531
1677,TXN,2013-07-22,Jun-13,$0.42 ,$0.42 ,After Close,0,0.00%,-,-
1678,TXN,2013-04-22,Mar-13,$0.30 ,$0.32 ,After Close,0.02,6.67%,35.31999969482422,36.61000061035156
1679,TXN,2013-01-22,Dec-12,$0.34 ,$0.36 ,After Close,0.02,5.88%,33.25,35.189998626708984
1680,TXN,2012-10-22,Sep-12,$0.46 ,$0.52 ,After Close,0.06,13.04%,27.34000015258789,29.8799991607666
1681,TXN,2012-07-23,Jun-12,--,$0.45 ,After Close,-,-,-,-
1682,TXN,2012-04-23,Mar-12,--,$0.32 ,After Close,-,-,-,-
1683,PM,2022-07-21,Jun-22,$1.24 ,$1.48 ,Before Open,0.24,19.35%,94.08000183105467,96.9000015258789
1684,PM,2022-04-21,Mar-22,$1.48 ,$1.56 ,Before Open,0.08,5.41%,105.16999816894533,106.9499969482422
1685,PM,2022-02-10,Dec-21,$1.30 ,$1.35 ,Before Open,0.05,3.85%,-,-
1686,PM,2021-10-19,Sep-21,$1.54 ,$1.58 ,Before Open,0.04,2.60%,-,-
1687,PM,2021-07-20,Jun-21,$1.54 ,$1.57 ,Before Open,0.03,1.95%,-,-
