Ticker,Date,Period Ending,Estimate,Reported,Time,Surprise,Surprise %
HII,11/6/2014,Sep-14,$1.84 ,$1.67 ,Before Open,-0.17,-9.24%
HII,8/7/2014,Jun-14,$1.82 ,$2.04 ,Before Open,0.22,12.09%
HII,5/8/2014,Mar-14,$1.64 ,$1.81 ,Before Open,0.17,10.37%
HII,2/27/2014,Dec-13,$1.22 ,$1.66 ,Before Open,0.44,36.07%
HII,11/7/2013,Sep-13,$0.80 ,$1.17 ,Before Open,0.37,46.25%
HII,8/7/2013,Jun-13,$0.92 ,$1.12 ,Before Open,0.2,21.74%
HII,5/8/2013,Mar-13,$0.87 ,$0.87 ,Before Open,0,0.00%
HII,2/27/2013,Dec-12,$0.89 ,$1.30 ,Before Open,0.41,46.07%
HII,11/8/2012,Sep-12,$0.80 ,$0.74 ,Before Open,-0.06,-7.50%
LUMN,8/3/2022,Jun-22,$0.46 ,$0.35 ,After Close,-0.11,-23.91%
LUMN,5/4/2022,Mar-22,$0.46 ,$0.63 ,After Close,0.17,36.96%
LUMN,2/9/2022,Dec-21,$0.55 ,$0.51 ,After Close,-0.04,-7.27%
LUMN,11/3/2021,Sep-21,$0.38 ,$0.49 ,After Close,0.11,28.95%
LUMN,8/3/2021,Jun-21,$0.43 ,$0.48 ,After Close,0.05,11.63%
LUMN,5/5/2021,Mar-21,$0.41 ,$0.44 ,After Close,0.03,7.32%
LUMN,2/10/2021,Dec-20,$0.32 ,$0.48 ,After Close,0.16,50.00%
LUMN,11/4/2020,Sep-20,$0.31 ,$0.40 ,After Close,0.09,29.03%
AIZ,8/2/2022,Jun-22,$3.21 ,$2.95 ,After Close,-0.26,-8.10%
AIZ,5/3/2022,Mar-22,$2.86 ,$3.75 ,After Close,0.89,31.12%
AIZ,2/8/2022,Dec-21,$2.30 ,$2.47 ,After Close,0.17,7.39%
AIZ,11/2/2021,Sep-21,$1.23 ,$1.41 ,After Close,0.18,14.63%
AIZ,8/3/2021,Jun-21,$2.49 ,$2.99 ,After Close,0.5,20.08%
AIZ,5/4/2021,Mar-21,$1.96 ,$2.47 ,After Close,0.51,26.02%
AIZ,2/9/2021,Dec-20,$2.08 ,$1.82 ,After Close,-0.26,-12.50%
AIZ,11/2/2020,Sep-20,$0.94 ,$1.41 ,After Close,0.47,50.00%
AIZ,8/4/2020,Jun-20,$2.23 ,$2.75 ,After Close,0.52,23.32%
AIZ,5/5/2020,Mar-20,$2.46 ,$2.64 ,After Close,0.18,7.32%
AIZ,2/11/2020,Dec-19,$2.41 ,$2.25 ,After Close,-0.16,-6.64%
AIZ,11/5/2019,Sep-19,$1.69 ,$1.69 ,After Close,0,0.00%
AIZ,8/6/2019,Jun-19,$2.13 ,$2.34 ,After Close,0.21,9.86%
AIZ,5/6/2019,Mar-19,$2.13 ,$2.21 ,After Close,0.08,3.76%
AIZ,2/12/2019,Dec-18,$0.46 ,$0.77 ,After Close,0.31,67.39%
AIZ,11/6/2018,Sep-18,$1.00 ,$1.06 ,After Close,0.06,6.00%
AIZ,8/7/2018,Jun-18,$1.89 ,$2.11 ,After Close,0.22,11.64%
AIZ,5/3/2018,Mar-18,$1.89 ,$2.00 ,After Close,0.11,5.82%
AIZ,2/8/2018,Dec-17,$1.58 ,$1.84 ,After Close,0.26,16.46%
AIZ,11/2/2017,Sep-17,($1.79),($1.40),After Close,0.39,-21.79%
AIZ,8/1/2017,Jun-17,$1.58 ,$1.63 ,After Close,0.05,3.16%
AIZ,5/2/2017,Mar-17,$1.51 ,$1.87 ,After Close,0.36,23.84%
AIZ,2/7/2017,Dec-16,$0.40 ,$0.46 ,After Close,0.06,15.00%
AIZ,10/25/2016,Sep-16,$1.14 ,$1.00 ,After Close,-0.14,-12.28%
AIZ,7/26/2016,Jun-16,$1.41 ,$1.42 ,After Close,0.01,0.71%
AIZ,4/26/2016,Mar-16,$1.30 ,$1.52 ,After Close,0.22,16.92%
AIZ,2/9/2016,Dec-15,$1.54 ,$0.97 ,After Close,-0.57,-37.01%
AIZ,10/27/2015,Sep-15,$1.53 ,$1.71 ,After Close,0.18,11.76%
AIZ,7/28/2015,Jun-15,$1.59 ,$2.07 ,After Close,0.48,30.19%
AIZ,5/5/2015,Mar-15,$0.84 ,$0.63 ,After Close,-0.21,-25.00%
AIZ,2/12/2015,Dec-14,$1.66 ,$0.87 ,After Close,-0.79,-47.59%
AIZ,10/29/2014,Sep-14,$1.58 ,$1.82 ,After Close,0.24,15.19%
AIZ,7/23/2014,Jun-14,$1.53 ,$1.62 ,After Close,0.09,5.88%
AIZ,4/23/2014,Mar-14,$1.56 ,$1.68 ,After Close,0.12,7.69%
AIZ,2/5/2014,Dec-13,$1.41 ,$1.42 ,After Close,0.01,0.71%
AIZ,10/23/2013,Sep-13,$1.45 ,$1.71 ,After Close,0.26,17.93%
AIZ,7/24/2013,Jun-13,$1.45 ,$1.53 ,After Close,0.08,5.52%
AIZ,4/24/2013,Mar-13,$1.59 ,$1.35 ,After Close,-0.24,-15.09%
AIZ,2/6/2013,Dec-12,($0.32),$0.07 ,After Close,0.39,-121.88%
AIZ,10/24/2012,Sep-12,$1.39 ,$1.54 ,After Close,0.15,10.79%
AIZ,7/25/2012,Jun-12,$1.40 ,$1.81 ,After Close,0.41,29.29%
AIZ,7/27/2011,Jun-11,--,$0.76 ,After Close,-,-
AIZ,4/27/2011,Mar-11,--,$1.37 ,After Close,-,-
AIZ,2/2/2011,Dec-10,--,$1.08 ,After Close,-,-
AIZ,10/27/2010,Sep-10,--,$1.27 ,After Close,-,-
AIZ,7/28/2010,Jun-10,--,$1.35 ,After Close,-,-
AIZ,4/28/2010,Mar-10,--,$1.32 ,After Close,-,-
AIZ,2/3/2010,Dec-09,--,$0.86 ,After Close,-,-
AIZ,10/28/2009,Sep-09,--,$1.07 ,After Close,-,-
GL,7/27/2022,Jun-22,$2.04 ,$2.07 ,After Close,0.03,1.47%
GL,4/20/2022,Mar-22,$1.72 ,$1.70 ,After Close,-0.02,-1.16%
GL,2/2/2022,Dec-21,$1.77 ,$1.70 ,After Close,-0.07,-3.95%
GL,10/20/2021,Sep-21,$1.93 ,$1.78 ,After Close,-0.15,-7.77%
GL,7/21/2021,Jun-21,$1.83 ,$1.85 ,After Close,0.02,1.09%
GL,4/21/2021,Mar-21,$1.65 ,$1.53 ,After Close,-0.12,-7.27%
GL,2/2/2021,Dec-20,$1.72 ,$1.74 ,After Close,0.02,1.16%
GL,10/21/2020,Sep-20,$1.76 ,$1.75 ,After Close,-0.01,-0.57%
GL,7/22/2020,Jun-20,$1.58 ,$1.65 ,After Close,0.07,4.43%
GL,4/22/2020,Mar-20,$1.73 ,$1.73 ,After Close,0,0.00%
GL,2/4/2020,Dec-19,$1.72 ,$1.70 ,After Close,-0.02,-1.16%
GL,10/23/2019,Sep-19,$1.70 ,$1.73 ,After Close,0.03,1.76%
BWA,8/3/2022,Jun-22,$0.86 ,$1.05 ,Before Open,0.19,22.09%
BWA,5/4/2022,Mar-22,$0.80 ,$1.05 ,Before Open,0.25,31.25%
BWA,2/15/2022,Dec-21,$0.74 ,$1.06 ,Before Open,0.32,43.24%
BWA,11/3/2021,Sep-21,$0.66 ,$0.80 ,Before Open,0.14,21.21%
BWA,8/4/2021,Jun-21,$0.79 ,$1.08 ,Before Open,0.29,36.71%
BWA,5/5/2021,Mar-21,$0.92 ,$1.21 ,Before Open,0.29,31.52%
BWA,2/11/2021,Dec-20,$0.88 ,$1.18 ,Before Open,0.3,34.09%
BWA,10/29/2020,Sep-20,$0.75 ,$0.88 ,Before Open,0.13,17.33%
BWA,8/5/2020,Jun-20,($0.47),($0.14),Before Open,0.33,-70.21%
BWA,5/6/2020,Mar-20,$0.49 ,$0.77 ,Before Open,0.28,57.14%
BWA,2/13/2020,Dec-19,$1.12 ,$1.17 ,Before Open,0.05,4.46%
BWA,10/31/2019,Sep-19,$0.85 ,$0.96 ,Before Open,0.11,12.94%
BWA,7/25/2019,Jun-19,$1.00 ,$1.00 ,Before Open,0,0.00%
BWA,4/25/2019,Mar-19,$0.94 ,$1.00 ,Before Open,0.06,6.38%
BWA,2/14/2019,Dec-18,$1.07 ,$1.21 ,Before Open,0.14,13.08%
BWA,10/25/2018,Sep-18,$0.99 ,$1.00 ,Before Open,0.01,1.01%
BWA,7/26/2018,Jun-18,$1.10 ,$1.18 ,Before Open,0.08,7.27%
BWA,4/26/2018,Mar-18,$1.03 ,$1.10 ,Before Open,0.07,6.80%
BWA,2/8/2018,Dec-17,$1.02 ,$1.07 ,Before Open,0.05,4.90%
BWA,10/26/2017,Sep-17,$0.87 ,$0.95 ,Before Open,0.08,9.20%
BWA,7/27/2017,Jun-17,$0.89 ,$0.96 ,Before Open,0.07,7.87%
BWA,4/27/2017,Mar-17,$0.84 ,$0.91 ,Before Open,0.07,8.33%
BWA,2/9/2017,Dec-16,$0.84 ,$0.85 ,Before Open,0.01,1.19%
BWA,10/27/2016,Sep-16,$0.77 ,$0.78 ,Before Open,0.01,1.30%
BWA,7/28/2016,Jun-16,$0.82 ,$0.84 ,Before Open,0.02,2.44%
BWA,4/28/2016,Mar-16,$0.79 ,$0.80 ,Before Open,0.01,1.27%
BWA,2/11/2016,Dec-15,$0.72 ,$0.75 ,Before Open,0.03,4.17%
BWA,10/29/2015,Sep-15,$0.71 ,$0.73 ,Before Open,0.02,2.82%
BWA,7/30/2015,Jun-15,$0.83 ,$0.75 ,Before Open,-0.08,-9.64%
BWA,4/30/2015,Mar-15,$0.84 ,$0.78 ,Before Open,-0.06,-7.14%
BWA,2/12/2015,Dec-14,$0.75 ,$0.75 ,Before Open,0,0.00%
BWA,10/30/2014,Sep-14,$0.79 ,$0.79 ,Before Open,0,0.00%
BWA,7/31/2014,Jun-14,$0.87 ,$0.89 ,Before Open,0.02,2.30%
BWA,5/1/2014,Mar-14,$0.80 ,$0.83 ,Before Open,0.03,3.75%
BWA,2/13/2014,Dec-13,$0.71 ,$0.79 ,Before Open,0.08,11.27%
BWA,10/30/2013,Sep-13,$0.67 ,$0.70 ,Before Open,0.03,4.48%
BWA,7/25/2013,Jun-13,$0.71 ,$0.75 ,Before Open,0.04,5.63%
BWA,4/25/2013,Mar-13,$0.61 ,$0.65 ,Before Open,0.04,6.56%
BWA,2/14/2013,Dec-12,$0.56 ,$0.58 ,Before Open,0.02,3.57%
BWA,10/31/2012,Sep-12,$0.60 ,$0.60 ,Before Open,0,0.00%
WHR,7/25/2022,Jun-22,$5.23 ,$5.97 ,After Close,0.74,14.15%
WHR,4/25/2022,Mar-22,$4.90 ,$5.31 ,After Close,0.41,8.37%
WHR,1/26/2022,Dec-21,$5.88 ,$6.14 ,After Close,0.26,4.42%
WHR,10/21/2021,Sep-21,$6.15 ,$6.68 ,After Close,0.53,8.62%
WHR,7/21/2021,Jun-21,$5.89 ,$6.64 ,After Close,0.75,12.73%
WHR,4/21/2021,Mar-21,$5.38 ,$7.20 ,After Close,1.82,33.83%
WHR,1/27/2021,Dec-20,$6.39 ,$6.64 ,After Close,0.25,3.91%
WHR,10/21/2020,Sep-20,$4.10 ,$6.91 ,After Close,2.81,68.54%
WHR,7/22/2020,Jun-20,$0.74 ,$2.15 ,After Close,1.41,190.54%
WHR,4/30/2020,Mar-20,$2.61 ,$2.82 ,After Close,0.21,8.05%
WHR,1/27/2020,Dec-19,$4.30 ,$4.91 ,After Close,0.61,14.19%
WHR,10/22/2019,Sep-19,$3.96 ,$3.97 ,After Close,0.01,0.25%
WHR,7/22/2019,Jun-19,$3.80 ,$4.01 ,After Close,0.21,5.53%
WHR,4/22/2019,Mar-19,$3.04 ,$3.11 ,After Close,0.07,2.30%
WHR,1/28/2019,Dec-18,$4.30 ,$4.75 ,After Close,0.45,10.47%
WHR,10/24/2018,Sep-18,$3.68 ,$4.55 ,After Close,0.87,23.64%
WHR,7/23/2018,Jun-18,$3.63 ,$3.20 ,After Close,-0.43,-11.85%
WHR,4/23/2018,Mar-18,$2.92 ,$2.81 ,After Close,-0.11,-3.77%
WHR,1/24/2018,Dec-17,$4.01 ,$4.10 ,After Close,0.09,2.24%
WHR,10/23/2017,Sep-17,$3.90 ,$3.83 ,After Close,-0.07,-1.79%
WHR,7/26/2017,Jun-17,$3.60 ,$3.35 ,After Close,-0.25,-6.94%
WHR,4/24/2017,Mar-17,$2.67 ,$2.50 ,After Close,-0.17,-6.37%
WHR,1/26/2017,Dec-16,$4.52 ,$4.33 ,Before Open,-0.19,-4.20%
WHR,10/25/2016,Sep-16,$3.88 ,$3.66 ,Before Open,-0.22,-5.67%
WHR,7/22/2016,Jun-16,$3.35 ,$3.50 ,Before Open,0.15,4.48%
WHR,4/26/2016,Mar-16,$2.71 ,$2.63 ,Before Open,-0.08,-2.95%
WHR,1/29/2016,Dec-15,$3.90 ,$4.10 ,Before Open,0.2,5.13%
WHR,10/23/2015,Sep-15,$3.22 ,$3.45 ,Before Open,0.23,7.14%
WHR,7/22/2015,Jun-15,$2.67 ,$2.70 ,Before Open,0.03,1.12%
WHR,4/28/2015,Mar-15,$2.45 ,$2.14 ,Before Open,-0.31,-12.65%
WHR,2/4/2015,Dec-14,$3.17 ,$3.52 ,Before Open,0.35,11.04%
WHR,10/28/2014,Sep-14,$3.15 ,$3.04 ,Before Open,-0.11,-3.49%
WHR,7/23/2014,Jun-14,$2.88 ,$2.62 ,Before Open,-0.26,-9.03%
WHR,4/25/2014,Mar-14,--,$2.20 ,Before Open,-,-
WHR,1/30/2014,Dec-13,$3.00 ,$2.97 ,Before Open,-0.03,-1.00%
WHR,10/22/2013,Sep-13,$2.64 ,$2.72 ,Before Open,0.08,3.03%
WHR,7/19/2013,Jun-13,$2.40 ,$2.37 ,Before Open,-0.03,-1.25%
WHR,4/24/2013,Mar-13,$1.95 ,$1.97 ,Before Open,0.02,1.03%
WHR,1/31/2013,Dec-12,$2.22 ,$2.29 ,Before Open,0.07,3.15%
WHR,10/23/2012,Sep-12,$1.60 ,$1.80 ,Before Open,0.2,12.50%
ALLE,7/28/2022,Jun-22,$1.33 ,$1.37 ,Before Open,0.04,3.01%
ALLE,4/26/2022,Mar-22,$0.99 ,$1.07 ,Before Open,0.08,8.08%
ALLE,2/15/2022,Dec-21,$1.00 ,$1.11 ,Before Open,0.11,11.00%
ALLE,10/21/2021,Sep-21,$1.35 ,$1.56 ,Before Open,0.21,15.56%
ALLE,7/22/2021,Jun-21,$1.29 ,$1.32 ,Before Open,0.03,2.33%
ALLE,4/22/2021,Mar-21,$1.02 ,$1.20 ,Before Open,0.18,17.65%
ALLE,2/16/2021,Dec-20,$1.17 ,$1.49 ,Before Open,0.32,27.35%
ALLE,10/22/2020,Sep-20,$1.20 ,$1.67 ,Before Open,0.47,39.17%
ALLE,7/23/2020,Jun-20,$0.79 ,$0.92 ,Before Open,0.13,16.46%
ALLE,4/23/2020,Mar-20,$0.91 ,$1.04 ,Before Open,0.13,14.29%
ALLE,2/18/2020,Dec-19,$1.28 ,$1.28 ,Before Open,0,0.00%
ALLE,10/24/2019,Sep-19,$1.33 ,$1.47 ,Before Open,0.14,10.53%
ALLE,7/25/2019,Jun-19,$1.31 ,$1.26 ,Before Open,-0.05,-3.82%
ALLE,4/25/2019,Mar-19,$0.87 ,$0.88 ,Before Open,0.01,1.15%
ALLE,2/19/2019,Dec-18,$1.21 ,$1.22 ,Before Open,0.01,0.83%
ALLE,10/25/2018,Sep-18,$1.21 ,$1.23 ,Before Open,0.02,1.65%
ALLE,7/26/2018,Jun-18,$1.20 ,$1.25 ,Before Open,0.05,4.17%
ALLE,4/26/2018,Mar-18,$0.84 ,$0.80 ,Before Open,-0.04,-4.76%
ALLE,2/20/2018,Dec-17,$0.94 ,$1.11 ,Before Open,0.17,18.09%
ALLE,10/26/2017,Sep-17,$1.02 ,$1.02 ,Before Open,0,0.00%
ALLE,7/27/2017,Jun-17,$1.00 ,$1.11 ,Before Open,0.11,11.00%
ALLE,4/27/2017,Mar-17,$0.69 ,$0.73 ,Before Open,0.04,5.80%
ALLE,2/9/2017,Dec-16,$0.87 ,$0.81 ,Before Open,-0.06,-6.90%
ALLE,10/27/2016,Sep-16,$0.95 ,$0.93 ,Before Open,-0.02,-2.11%
ALLE,7/28/2016,Jun-16,$0.89 ,$0.99 ,Before Open,0.1,11.24%
ALLE,4/28/2016,Mar-16,$0.64 ,$0.61 ,Before Open,-0.03,-4.69%
ALLE,2/11/2016,Dec-15,$0.74 ,$0.89 ,Before Open,0.15,20.27%
ALLE,10/29/2015,Sep-15,$0.77 ,$0.92 ,Before Open,0.15,19.48%
ALLE,7/30/2015,Jun-15,$0.71 ,$0.71 ,Before Open,0,0.00%
ALLE,4/30/2015,Mar-15,$0.47 ,$0.51 ,Before Open,0.04,8.51%
ALLE,2/18/2015,Dec-14,$0.70 ,$0.76 ,Before Open,0.06,8.57%
ALLE,10/30/2014,Sep-14,$0.64 ,$0.68 ,Before Open,0.04,6.25%
ALLE,7/30/2014,Jun-14,$0.64 ,$0.61 ,After Close,-0.03,-4.69%
ALLE,4/30/2014,Mar-14,$0.51 ,$0.44 ,After Close,-0.07,-13.73%
ALLE,2/19/2014,Dec-13,--,$0.58 ,After Close,-,-
PNW,8/3/2022,Jun-22,$1.30 ,$1.45 ,Before Open,0.15,11.54%
PNW,5/4/2022,Mar-22,$0.05 ,$0.15 ,Before Open,0.1,200.00%
PNW,2/25/2022,Dec-21,$0.07 ,$0.24 ,Before Open,0.17,242.86%
PNW,11/5/2021,Sep-21,$2.79 ,$3.00 ,Before Open,0.21,7.53%
PNW,8/5/2021,Jun-21,$1.63 ,$1.91 ,Before Open,0.28,17.18%
PNW,5/5/2021,Mar-21,$0.25 ,$0.32 ,Before Open,0.07,28.00%
PNW,2/24/2021,Dec-20,$0.04 ,($0.17),Before Open,-0.21,-525.00%
PNW,10/30/2020,Sep-20,$2.98 ,$3.07 ,Before Open,0.09,3.02%
PNW,8/6/2020,Jun-20,$1.48 ,$1.71 ,Before Open,0.23,15.54%
PNW,5/8/2020,Mar-20,$0.16 ,$0.27 ,Before Open,0.11,68.75%
PNW,2/21/2020,Dec-19,$0.47 ,$0.57 ,Before Open,0.1,21.28%
PNW,11/7/2019,Sep-19,$3.03 ,$2.77 ,Before Open,-0.26,-8.58%
PNW,8/8/2019,Jun-19,$1.43 ,$1.28 ,Before Open,-0.15,-10.49%
PNW,5/1/2019,Mar-19,$0.20 ,$0.16 ,Before Open,-0.04,-20.00%
PNW,2/22/2019,Dec-18,$0.17 ,$0.23 ,Before Open,0.06,35.29%
PNW,11/8/2018,Sep-18,$2.75 ,$2.80 ,Before Open,0.05,1.82%
PNW,8/3/2018,Jun-18,$1.44 ,$1.48 ,Before Open,0.04,2.78%
PNW,5/2/2018,Mar-18,$0.10 ,$0.03 ,Before Open,-0.07,-70.00%
PNW,2/23/2018,Dec-17,$0.10 ,$0.19 ,Before Open,0.09,90.00%
PNW,11/3/2017,Sep-17,$2.33 ,$2.46 ,Before Open,0.13,5.58%
PNW,8/3/2017,Jun-17,$1.16 ,$1.49 ,Before Open,0.33,28.45%
PNW,5/2/2017,Mar-17,$0.15 ,$0.21 ,Before Open,0.06,40.00%
PNW,2/24/2017,Dec-16,$0.49 ,$0.47 ,Before Open,-0.02,-4.08%
PNW,11/3/2016,Sep-16,$2.41 ,$2.35 ,Before Open,-0.06,-2.49%
PNW,8/2/2016,Jun-16,$1.14 ,$1.08 ,Before Open,-0.06,-5.26%
PNW,4/29/2016,Mar-16,$0.13 ,$0.04 ,Before Open,-0.09,-69.23%
PNW,2/19/2016,Dec-15,$0.27 ,$0.37 ,Before Open,0.1,37.04%
PNW,10/30/2015,Sep-15,$2.33 ,$2.30 ,Before Open,-0.03,-1.29%
PNW,7/30/2015,Jun-15,$1.22 ,$1.10 ,Before Open,-0.12,-9.84%
PNW,5/1/2015,Mar-15,$0.18 ,$0.14 ,Before Open,-0.04,-22.22%
PNW,2/20/2015,Dec-14,$0.17 ,$0.05 ,Before Open,-0.12,-70.59%
PNW,10/31/2014,Sep-14,$2.17 ,$2.20 ,Before Open,0.03,1.38%
PNW,7/31/2014,Jun-14,$1.14 ,$1.19 ,Before Open,0.05,4.39%
PNW,5/2/2014,Mar-14,$0.13 ,$0.14 ,Before Open,0.01,7.69%
PNW,2/21/2014,Dec-13,$0.19 ,$0.22 ,Before Open,0.03,15.79%
PNW,10/31/2013,Sep-13,$2.16 ,$2.21 ,Before Open,0.05,2.31%
PNW,8/2/2013,Jun-13,$1.14 ,$1.18 ,Before Open,0.04,3.51%
PNW,5/3/2013,Mar-13,$0.08 ,$0.22 ,Before Open,0.14,175.00%
PNW,2/22/2013,Dec-12,$0.17 ,$0.24 ,Before Open,0.07,41.18%
PNW,11/2/2012,Sep-12,$2.23 ,$2.21 ,Before Open,-0.02,-0.90%
RHI,7/21/2022,Jun-22,$1.59 ,$1.60 ,After Close,0.01,0.63%
RHI,4/26/2022,Mar-22,$1.47 ,$1.52 ,After Close,0.05,3.40%
RHI,1/27/2022,Dec-21,--,$1.51 ,After Close,-,-
RHI,10/21/2021,Sep-21,$1.40 ,$1.53 ,After Close,0.13,9.29%
RHI,7/22/2021,Jun-21,$1.05 ,$1.33 ,After Close,0.28,26.67%
RHI,4/21/2021,Mar-21,$0.80 ,$0.98 ,After Close,0.18,22.50%
RHI,1/28/2021,Dec-20,$0.68 ,$0.84 ,After Close,0.16,23.53%
RHI,10/22/2020,Sep-20,$0.60 ,$0.67 ,After Close,0.07,11.67%
RHI,7/23/2020,Jun-20,$0.35 ,$0.41 ,After Close,0.06,17.14%
RHI,4/23/2020,Mar-20,$0.81 ,$0.79 ,After Close,-0.02,-2.47%
RHI,1/30/2020,Dec-19,$0.98 ,$0.98 ,After Close,0,0.00%
RHI,10/23/2019,Sep-19,$1.01 ,$1.01 ,After Close,0,0.00%
RHI,7/23/2019,Jun-19,$0.98 ,$0.98 ,After Close,0,0.00%
RHI,4/23/2019,Mar-19,$0.96 ,$0.93 ,After Close,-0.03,-3.12%
RHI,1/29/2019,Dec-18,$0.91 ,$0.95 ,After Close,0.04,4.40%
RHI,10/23/2018,Sep-18,$0.91 ,$0.95 ,After Close,0.04,4.40%
RHI,7/24/2018,Jun-18,$0.85 ,$0.89 ,After Close,0.04,4.71%
RHI,4/24/2018,Mar-18,$0.73 ,$0.80 ,After Close,0.07,9.59%
RHI,1/30/2018,Dec-17,$0.63 ,$0.65 ,After Close,0.02,3.17%
RHI,10/24/2017,Sep-17,$0.69 ,$0.68 ,After Close,-0.01,-1.45%
RHI,7/25/2017,Jun-17,$0.65 ,$0.64 ,After Close,-0.01,-1.54%
RHI,4/20/2017,Mar-17,$0.58 ,$0.62 ,After Close,0.04,6.90%
RHI,1/26/2017,Dec-16,$0.64 ,$0.61 ,After Close,-0.03,-4.69%
RHI,10/26/2016,Sep-16,$0.70 ,$0.71 ,After Close,0.01,1.43%
RHI,7/26/2016,Jun-16,$0.73 ,$0.71 ,After Close,-0.02,-2.74%
RHI,4/26/2016,Mar-16,$0.64 ,$0.64 ,After Close,0,0.00%
RHI,2/2/2016,Dec-15,$0.70 ,$0.71 ,After Close,0.01,1.43%
RHI,10/21/2015,Sep-15,$0.73 ,$0.73 ,After Close,0,0.00%
RHI,7/23/2015,Jun-15,$0.66 ,$0.67 ,After Close,0.01,1.52%
RHI,4/23/2015,Mar-15,$0.57 ,$0.58 ,After Close,0.01,1.75%
RHI,1/29/2015,Dec-14,$0.61 ,$0.62 ,After Close,0.01,1.64%
RHI,10/21/2014,Sep-14,$0.59 ,$0.63 ,After Close,0.04,6.78%
RHI,7/22/2014,Jun-14,$0.52 ,$0.55 ,After Close,0.03,5.77%
RHI,4/23/2014,Mar-14,$0.44 ,$0.45 ,After Close,0.01,2.27%
RHI,1/30/2014,Dec-13,$0.48 ,$0.49 ,After Close,0.01,2.08%
RHI,10/22/2013,Sep-13,$0.48 ,$0.48 ,After Close,0,0.00%
RHI,7/23/2013,Jun-13,$0.43 ,$0.46 ,After Close,0.03,6.98%
RHI,4/23/2013,Mar-13,$0.41 ,$0.40 ,After Close,-0.01,-2.44%
RHI,1/29/2013,Dec-12,$0.41 ,$0.42 ,After Close,0.01,2.44%
RHI,10/18/2012,Sep-12,$0.39 ,$0.41 ,After Close,0.02,5.13%
AAL,7/21/2022,Jun-22,$0.79 ,$0.76 ,Before Open,-0.03,-3.80%
AAL,4/21/2022,Mar-22,($2.43),($2.32),Before Open,0.11,-4.53%
AAL,1/20/2022,Dec-21,($1.51),($1.42),Before Open,0.09,-5.96%
AAL,10/21/2021,Sep-21,($1.04),($0.99),Before Open,0.05,-4.81%
AAL,7/22/2021,Jun-21,($1.80),($1.69),Before Open,0.11,-6.11%
AAL,4/22/2021,Mar-21,($4.35),($4.32),Before Open,0.03,-0.69%
AAL,1/28/2021,Dec-20,($3.92),($3.86),Before Open,0.06,-1.53%
AAL,10/22/2020,Sep-20,($5.62),($5.54),Before Open,0.08,-1.42%
AAL,7/23/2020,Jun-20,($6.75),($7.82),Before Open,-1.07,15.85%
AAL,4/30/2020,Mar-20,($2.16),($2.65),Before Open,-0.49,22.69%
AAL,1/23/2020,Dec-19,$1.15 ,$1.15 ,Before Open,0,0.00%
AAL,10/24/2019,Sep-19,$1.38 ,$1.42 ,Before Open,0.04,2.90%
AAL,7/25/2019,Jun-19,$1.77 ,$1.82 ,Before Open,0.05,2.82%
AAL,4/26/2019,Mar-19,$0.51 ,$0.52 ,Before Open,0.01,1.96%
AAL,1/24/2019,Dec-18,$1.02 ,$1.04 ,Before Open,0.02,1.96%
AAL,10/25/2018,Sep-18,$1.12 ,$1.13 ,Before Open,0.01,0.89%
AAL,7/26/2018,Jun-18,$1.59 ,$1.63 ,Before Open,0.04,2.52%
AAL,4/26/2018,Mar-18,$0.74 ,$0.75 ,Before Open,0.01,1.35%
AAL,1/25/2018,Dec-17,$0.92 ,$0.95 ,Before Open,0.03,3.26%
AAL,10/26/2017,Sep-17,$1.39 ,$1.42 ,Before Open,0.03,2.16%
AAL,7/28/2017,Jun-17,$1.87 ,$1.92 ,Before Open,0.05,2.67%
AAL,4/27/2017,Mar-17,$0.57 ,$0.61 ,Before Open,0.04,7.02%
AAL,1/27/2017,Dec-16,$0.92 ,$0.92 ,Before Open,0,0.00%
AAL,10/20/2016,Sep-16,$1.68 ,$2.80 ,Before Open,1.12,66.67%
AAL,7/22/2016,Jun-16,$1.65 ,$1.77 ,Before Open,0.12,7.27%
AAL,4/22/2016,Mar-16,$1.18 ,$1.25 ,Before Open,0.07,5.93%
AAL,1/29/2016,Dec-15,$1.96 ,$2.00 ,Before Open,0.04,2.04%
AAL,10/23/2015,Sep-15,$2.72 ,$2.77 ,Before Open,0.05,1.84%
AAL,7/24/2015,Jun-15,$2.58 ,$2.62 ,Before Open,0.04,1.55%
AAL,4/24/2015,Mar-15,$1.70 ,$1.73 ,Before Open,0.03,1.76%
AAL,1/27/2015,Dec-14,$1.51 ,$1.52 ,Before Open,0.01,0.66%
AAL,10/23/2014,Sep-14,$1.63 ,$1.66 ,Before Open,0.03,1.84%
AAL,7/24/2014,Jun-14,$1.94 ,$1.98 ,Before Open,0.04,2.06%
AAL,4/24/2014,Mar-14,$0.50 ,$0.54 ,Before Open,0.04,8.00%
AAL,1/28/2014,Dec-13,$0.54 ,$1.51 ,Before Open,0.97,179.63%
ZION,7/26/2022,Jun-22,$1.35 ,$1.29 ,After Close,-0.06,-4.44%
ZION,4/25/2022,Mar-22,$1.15 ,$1.27 ,After Close,0.12,10.43%
ZION,1/24/2022,Dec-21,$1.33 ,$1.34 ,After Close,0.01,0.75%
ZION,10/18/2021,Sep-21,$1.38 ,$1.45 ,--,0.07,5.07%
ZION,7/19/2021,Jun-21,$1.25 ,$2.08 ,After Close,0.83,66.40%
