Ticker,Date,Period Ending,Estimate,Reported,Time,Surprise,Surprise %
BLK,1/15/2015,Dec-14,$4.68 ,$4.82 ,Before Open,0.14,2.99%
BLK,10/15/2014,Sep-14,$4.67 ,$5.21 ,Before Open,0.54,11.56%
BLK,7/16/2014,Jun-14,$4.46 ,$4.89 ,Before Open,0.43,9.64%
BLK,4/17/2014,Mar-14,$4.10 ,$4.43 ,Before Open,0.33,8.05%
BLK,1/16/2014,Dec-13,$4.38 ,$4.92 ,Before Open,0.54,12.33%
BLK,10/16/2013,Sep-13,$3.88 ,$3.88 ,Before Open,0,0.00%
BLK,7/18/2013,Jun-13,$3.82 ,$4.15 ,Before Open,0.33,8.64%
BLK,4/16/2013,Mar-13,$3.59 ,$3.65 ,Before Open,0.06,1.67%
BLK,1/17/2013,Dec-12,$3.74 ,$3.96 ,Before Open,0.22,5.88%
BLK,10/17/2012,Sep-12,$3.28 ,$3.47 ,Before Open,0.19,5.79%
AXP,7/22/2022,Jun-22,$2.37 ,$2.57 ,Before Open,0.2,8.44%
AXP,4/22/2022,Mar-22,$2.43 ,$2.73 ,Before Open,0.3,12.35%
AXP,1/25/2022,Dec-21,$1.78 ,$2.18 ,Before Open,0.4,22.47%
AXP,10/22/2021,Sep-21,$1.78 ,$2.27 ,Before Open,0.49,27.53%
AXP,7/23/2021,Jun-21,$1.64 ,$2.80 ,Before Open,1.16,70.73%
AXP,4/23/2021,Mar-21,$1.68 ,$2.74 ,Before Open,1.06,63.10%
AXP,1/26/2021,Dec-20,$1.26 ,$1.76 ,Before Open,0.5,39.68%
AXP,10/23/2020,Sep-20,$1.39 ,$1.30 ,Before Open,-0.09,-6.47%
AXP,7/24/2020,Jun-20,$0.13 ,$0.29 ,Before Open,0.16,123.08%
AXP,4/24/2020,Mar-20,$1.69 ,$1.98 ,Before Open,0.29,17.16%
AXP,1/24/2020,Dec-19,$2.00 ,$2.03 ,Before Open,0.03,1.50%
AXP,10/18/2019,Sep-19,$2.07 ,$2.08 ,Before Open,0.01,0.48%
AXP,7/19/2019,Jun-19,$2.05 ,$2.07 ,Before Open,0.02,0.98%
AXP,4/18/2019,Mar-19,$2.00 ,$2.01 ,Before Open,0.01,0.50%
AXP,1/17/2019,Dec-18,$1.80 ,$1.74 ,After Close,-0.06,-3.33%
AXP,10/18/2018,Sep-18,$1.78 ,$1.88 ,After Close,0.1,5.62%
AXP,7/18/2018,Jun-18,$1.83 ,$1.84 ,After Close,0.01,0.55%
AXP,4/18/2018,Mar-18,$1.71 ,$1.86 ,After Close,0.15,8.77%
AXP,1/18/2018,Dec-17,$1.54 ,$1.58 ,After Close,0.04,2.60%
AXP,10/18/2017,Sep-17,$1.47 ,$1.50 ,After Close,0.03,2.04%
AXP,7/19/2017,Jun-17,$1.46 ,$1.47 ,After Close,0.01,0.68%
AXP,4/19/2017,Mar-17,$1.28 ,$1.34 ,After Close,0.06,4.69%
AXP,1/19/2017,Dec-16,$0.98 ,$0.91 ,After Close,-0.07,-7.14%
AXP,10/19/2016,Sep-16,$0.96 ,$1.24 ,After Close,0.28,29.17%
AXP,7/20/2016,Jun-16,$1.92 ,$2.10 ,After Close,0.18,9.38%
AXP,4/20/2016,Mar-16,$1.36 ,$1.45 ,After Close,0.09,6.62%
AXP,1/21/2016,Dec-15,$1.13 ,$1.23 ,After Close,0.1,8.85%
AXP,10/21/2015,Sep-15,$1.31 ,$1.24 ,After Close,-0.07,-5.34%
AXP,7/22/2015,Jun-15,$1.33 ,$1.42 ,After Close,0.09,6.77%
AXP,4/16/2015,Mar-15,$1.37 ,$1.48 ,After Close,0.11,8.03%
AXP,1/21/2015,Dec-14,$1.38 ,$1.39 ,After Close,0.01,0.72%
AXP,10/15/2014,Sep-14,$1.38 ,$1.40 ,After Close,0.02,1.45%
AXP,7/29/2014,Jun-14,$1.38 ,$1.47 ,After Close,0.09,6.52%
AXP,4/16/2014,Mar-14,$1.30 ,$1.33 ,After Close,0.03,2.31%
AXP,1/16/2014,Dec-13,$1.26 ,$1.25 ,After Close,-0.01,-0.79%
AXP,10/16/2013,Sep-13,$1.22 ,$1.25 ,After Close,0.03,2.46%
AXP,7/17/2013,Jun-13,$1.21 ,$1.27 ,After Close,0.06,4.96%
AXP,4/17/2013,Mar-13,$1.11 ,$1.15 ,After Close,0.04,3.60%
AXP,1/17/2013,Dec-12,$1.08 ,$1.09 ,After Close,0.01,0.93%
AXP,10/17/2012,Sep-12,$1.08 ,$1.09 ,After Close,0.01,0.93%
AXP,4/20/2011,Mar-11,--,$0.97 ,After Close,-,-
CI,8/4/2022,Jun-22,$5.44 ,$6.22 ,Before Open,0.78,14.34%
CI,5/6/2022,Mar-22,$5.13 ,$6.01 ,Before Open,0.88,17.15%
CI,2/3/2022,Dec-21,$4.68 ,$4.77 ,Before Open,0.09,1.92%
CI,11/4/2021,Sep-21,$5.23 ,$5.73 ,Before Open,0.5,9.56%
CI,8/5/2021,Jun-21,$4.96 ,$5.24 ,Before Open,0.28,5.65%
CI,5/7/2021,Mar-21,$4.42 ,$4.73 ,Before Open,0.31,7.01%
CI,2/4/2021,Dec-20,$3.66 ,$3.51 ,Before Open,-0.15,-4.10%
CI,11/5/2020,Sep-20,$4.25 ,$4.41 ,Before Open,0.16,3.76%
CI,7/30/2020,Jun-20,$5.05 ,$5.81 ,Before Open,0.76,15.05%
CI,4/30/2020,Mar-20,$4.44 ,$4.69 ,Before Open,0.25,5.63%
CI,2/6/2020,Dec-19,$4.19 ,$4.31 ,Before Open,0.12,2.86%
CI,10/31/2019,Sep-19,$4.37 ,$4.54 ,Before Open,0.17,3.89%
CI,8/1/2019,Jun-19,$3.73 ,$4.30 ,Before Open,0.57,15.28%
CI,5/2/2019,Mar-19,$3.74 ,$3.90 ,Before Open,0.16,4.28%
CI,2/1/2019,Dec-18,$2.53 ,$2.46 ,Before Open,-0.07,-2.77%
CI,11/1/2018,Sep-18,$3.45 ,$3.84 ,Before Open,0.39,11.30%
CI,8/2/2018,Jun-18,$3.33 ,$3.89 ,Before Open,0.56,16.82%
CI,5/3/2018,Mar-18,$3.37 ,$4.11 ,Before Open,0.74,21.96%
CI,2/1/2018,Dec-17,$1.87 ,$1.94 ,Before Open,0.07,3.74%
CI,11/2/2017,Sep-17,$2.36 ,$2.83 ,Before Open,0.47,19.92%
CI,8/4/2017,Jun-17,$2.48 ,$2.91 ,Before Open,0.43,17.34%
CI,5/5/2017,Mar-17,$2.44 ,$2.77 ,Before Open,0.33,13.52%
CI,2/2/2017,Dec-16,$1.74 ,$1.87 ,Before Open,0.13,7.47%
CI,11/3/2016,Sep-16,$1.91 ,$1.94 ,Before Open,0.03,1.57%
CI,7/29/2016,Jun-16,$2.39 ,$1.98 ,Before Open,-0.41,-17.15%
CI,5/6/2016,Mar-16,$2.17 ,$2.32 ,Before Open,0.15,6.91%
CI,2/4/2016,Dec-15,$1.78 ,$1.87 ,Before Open,0.09,5.06%
CI,11/6/2015,Sep-15,$2.18 ,$2.28 ,Before Open,0.1,4.59%
CI,7/30/2015,Jun-15,$2.26 ,$2.55 ,Before Open,0.29,12.83%
CI,4/30/2015,Mar-15,$1.84 ,$1.96 ,Before Open,0.12,6.52%
CI,2/5/2015,Dec-14,$1.65 ,$1.69 ,Before Open,0.04,2.42%
CI,10/30/2014,Sep-14,$1.81 ,$1.95 ,Before Open,0.14,7.73%
CI,7/31/2014,Jun-14,$1.85 ,$1.96 ,Before Open,0.11,5.95%
CI,5/1/2014,Mar-14,$1.53 ,$1.83 ,Before Open,0.3,19.61%
CI,2/7/2014,Dec-13,$1.48 ,$1.39 ,Before Open,-0.09,-6.08%
CI,10/31/2013,Sep-13,$1.62 ,$1.89 ,Before Open,0.27,16.67%
CI,8/1/2013,Jun-13,$1.59 ,$1.78 ,Before Open,0.19,11.95%
CI,5/2/2013,Mar-13,$1.43 ,$1.72 ,Before Open,0.29,20.28%
CI,2/7/2013,Dec-12,$1.48 ,$1.57 ,Before Open,0.09,6.08%
CI,11/1/2012,Sep-12,$1.37 ,$1.71 ,Before Open,0.34,24.82%
CI,8/2/2012,Jun-12,--,$1.52 ,Before Open,-,-
CI,5/3/2012,Mar-12,--,$1.24 ,Before Open,-,-
CI,8/4/2011,Jun-11,--,$1.53 ,Before Open,-,-
CI,5/5/2011,Mar-11,--,$1.37 ,Before Open,-,-
CI,2/3/2011,Dec-10,--,$1.15 ,Before Open,-,-
CI,10/29/2010,Sep-10,--,$1.10 ,Before Open,-,-
CI,8/5/2010,Jun-10,--,$1.38 ,Before Open,-,-
CI,5/6/2010,Mar-10,--,$1.01 ,Before Open,-,-
CI,2/4/2010,Dec-09,--,$1.03 ,Before Open,-,-
CI,11/5/2009,Sep-09,--,$1.13 ,Before Open,-,-
PLD,7/18/2022,Jun-22,$1.12 ,$0.82 ,Before Open,-0.3,-26.79%
PLD,4/19/2022,Mar-22,$1.08 ,$1.54 ,Before Open,0.46,42.59%
PLD,1/19/2022,Dec-21,$1.10 ,$1.67 ,Before Open,0.57,51.82%
PLD,10/15/2021,Sep-21,$1.03 ,$0.97 ,Before Open,-0.06,-5.83%
PLD,7/19/2021,Jun-21,$0.99 ,$0.81 ,Before Open,-0.18,-18.18%
PLD,4/19/2021,Mar-21,$0.94 ,$0.49 ,Before Open,-0.45,-47.87%
PLD,1/26/2021,Dec-20,$0.92 ,$0.38 ,Before Open,-0.54,-58.70%
PLD,10/20/2020,Sep-20,$0.88 ,$0.40 ,Before Open,-0.48,-54.55%
PLD,7/21/2020,Jun-20,$0.99 ,$0.54 ,Before Open,-0.45,-45.45%
PLD,4/21/2020,Mar-20,$0.81 ,$0.70 ,Before Open,-0.11,-13.58%
PLD,1/22/2020,Dec-19,$0.84 ,$0.61 ,Before Open,-0.23,-27.38%
PLD,10/15/2019,Sep-19,$0.93 ,$0.71 ,Before Open,-0.22,-23.66%
PLD,7/15/2019,Jun-19,$0.76 ,$0.60 ,Before Open,-0.16,-21.05%
PLD,4/16/2019,Mar-19,$0.72 ,$0.55 ,Before Open,-0.17,-23.61%
PLD,1/22/2019,Dec-18,$0.79 ,$0.94 ,Before Open,0.15,18.99%
PLD,10/16/2018,Sep-18,$0.71 ,$0.60 ,Before Open,-0.11,-15.49%
PLD,7/17/2018,Jun-18,$0.71 ,$0.62 ,Before Open,-0.09,-12.68%
PLD,4/17/2018,Mar-18,$0.74 ,$0.68 ,Before Open,-0.06,-8.11%
PLD,1/23/2018,Dec-17,$0.66 ,$0.55 ,Before Open,-0.11,-16.67%
PLD,10/17/2017,Sep-17,$0.67 ,$1.63 ,Before Open,0.96,143.28%
PLD,7/18/2017,Jun-17,$0.78 ,$0.50 ,Before Open,-0.28,-35.90%
PLD,4/18/2017,Mar-17,$0.62 ,$0.38 ,Before Open,-0.24,-38.71%
PLD,1/24/2017,Dec-16,$0.63 ,$0.82 ,Before Open,0.19,30.16%
PLD,10/20/2016,Sep-16,$0.70 ,$0.52 ,Before Open,-0.18,-25.71%
PLD,7/19/2016,Jun-16,$0.59 ,$0.52 ,Before Open,-0.07,-11.86%
PLD,4/19/2016,Mar-16,$0.59 ,$0.39 ,Before Open,-0.2,-33.90%
PLD,1/26/2016,Dec-15,$0.62 ,$0.23 ,Before Open,-0.39,-62.90%
PLD,10/20/2015,Sep-15,$0.58 ,$0.49 ,Before Open,-0.09,-15.52%
PLD,7/21/2015,Jun-15,$0.52 ,$0.27 ,Before Open,-0.25,-48.08%
PLD,4/19/2015,Mar-15,$0.49 ,$0.65 ,Before Open,0.16,32.65%
PLD,1/27/2015,Dec-14,$0.47 ,$0.81 ,Before Open,0.34,72.34%
PLD,10/23/2014,Sep-14,$0.46 ,$0.23 ,Before Open,-0.23,-50.00%
PLD,7/22/2014,Jun-14,$0.46 ,$0.13 ,Before Open,-0.33,-71.74%
PLD,4/22/2014,Mar-14,$0.42 ,$0.01 ,Before Open,-0.41,-97.62%
PLD,1/30/2014,Dec-13,$0.42 ,$0.00 ,Before Open,-0.42,-100.00%
PLD,10/23/2013,Sep-13,$0.41 ,($0.02),Before Open,-0.43,-104.88%
PLD,7/24/2013,Jun-13,$0.38 ,$0.00 ,Before Open,-0.38,-100.00%
PLD,4/24/2013,Mar-13,$0.40 ,$0.21 ,Before Open,-0.19,-47.50%
PLD,2/6/2013,Dec-12,$0.42 ,$0.00 ,Before Open,-0.42,-100.00%
PLD,10/23/2012,Sep-12,$0.43 ,($0.10),Before Open,-0.53,-123.26%
NOW,7/27/2022,Jun-22,$1.53 ,$1.62 ,After Close,0.09,5.88%
NOW,4/27/2022,Mar-22,$1.69 ,$1.73 ,After Close,0.04,2.37%
NOW,1/26/2022,Dec-21,$1.43 ,$1.46 ,After Close,0.03,2.10%
NOW,10/27/2021,Sep-21,$1.39 ,$1.55 ,After Close,0.16,11.51%
NOW,7/28/2021,Jun-21,$1.20 ,$1.42 ,After Close,0.22,18.33%
NOW,4/28/2021,Mar-21,$1.34 ,$1.52 ,After Close,0.18,13.43%
NOW,1/27/2021,Dec-20,$1.06 ,$1.17 ,After Close,0.11,10.38%
NOW,10/28/2020,Sep-20,$1.03 ,$1.21 ,After Close,0.18,17.48%
NOW,7/29/2020,Jun-20,$1.02 ,$1.23 ,After Close,0.21,20.59%
NOW,4/29/2020,Mar-20,$0.96 ,$1.05 ,After Close,0.09,9.38%
NOW,1/29/2020,Dec-19,$0.88 ,$0.96 ,After Close,0.08,9.09%
NOW,10/23/2019,Sep-19,$0.89 ,$0.99 ,After Close,0.1,11.24%
NOW,7/24/2019,Jun-19,$0.64 ,$0.71 ,After Close,0.07,10.94%
NOW,4/24/2019,Mar-19,$0.54 ,$0.67 ,After Close,0.13,24.07%
NOW,1/30/2019,Dec-18,$0.64 ,$0.77 ,After Close,0.13,20.31%
NOW,10/24/2018,Sep-18,$0.60 ,$0.68 ,After Close,0.08,13.33%
NOW,7/25/2018,Jun-18,$0.43 ,$0.49 ,After Close,0.06,13.95%
NOW,4/25/2018,Mar-18,$0.37 ,$0.56 ,After Close,0.19,51.35%
NOW,1/31/2018,Dec-17,$0.35 ,$0.35 ,After Close,0,0.00%
NOW,10/25/2017,Sep-17,$0.32 ,$0.38 ,After Close,0.06,18.75%
NOW,7/26/2017,Jun-17,$0.20 ,$0.22 ,After Close,0.02,10.00%
NOW,4/26/2017,Mar-17,$0.17 ,$0.24 ,After Close,0.07,41.18%
NOW,1/25/2017,Dec-16,$0.23 ,$0.24 ,After Close,0.01,4.35%
NOW,10/26/2016,Sep-16,$0.20 ,$0.23 ,After Close,0.03,15.00%
NOW,7/27/2016,Jun-16,$0.09 ,$0.15 ,After Close,0.06,66.67%
NOW,4/20/2016,Mar-16,$0.07 ,$0.09 ,After Close,0.02,28.57%
NOW,1/27/2016,Dec-15,$0.08 ,$0.19 ,After Close,0.11,137.50%
NOW,10/21/2015,Sep-15,$0.09 ,$0.15 ,After Close,0.06,66.67%
NOW,7/29/2015,Jun-15,($0.03),$0.04 ,After Close,0.07,-233.33%
NOW,4/16/2015,Mar-15,$0.00 ,$0.01 ,After Close,0.01,-
NOW,1/28/2015,Dec-14,$0.02 ,$0.03 ,After Close,0.01,50.00%
NOW,10/22/2014,Sep-14,$0.01 ,$0.03 ,After Close,0.02,200.00%
NOW,7/30/2014,Jun-14,($0.07),($0.07),After Close,0,0.00%
NOW,4/23/2014,Mar-14,($0.08),($0.08),After Close,0,0.00%
NOW,1/29/2014,Dec-13,($0.02),($0.02),After Close,0,0.00%
NOW,10/23/2013,Sep-13,($0.02),$0.01 ,After Close,0.03,-150.00%
NOW,7/31/2013,Jun-13,($0.05),($0.06),After Close,-0.01,20.00%
NOW,4/24/2013,Mar-13,($0.04),($0.01),After Close,0.03,-75.00%
NOW,1/30/2013,Dec-12,($0.05),$0.00 ,After Close,0.05,-100.00%
NOW,10/24/2012,Sep-12,($0.10),($0.06),After Close,0.04,-40.00%
NOW,8/1/2012,Jun-12,--,($0.06),After Close,-,-
BA,7/27/2022,Jun-22,($0.08),($0.37),Before Open,-0.29,362.50%
BA,4/27/2022,Mar-22,($0.26),($2.75),Before Open,-2.49,957.69%
BA,1/26/2022,Dec-21,($0.09),($7.69),Before Open,-7.6,8444.44%
BA,10/27/2021,Sep-21,($0.17),($0.60),Before Open,-0.43,252.94%
BA,7/28/2021,Jun-21,($0.65),$0.40 ,Before Open,1.05,-161.54%
BA,4/28/2021,Mar-21,($1.17),($1.53),Before Open,-0.36,30.77%
BA,1/27/2021,Dec-20,($1.78),($15.25),Before Open,-13.47,756.74%
BA,10/28/2020,Sep-20,($2.33),($1.39),Before Open,0.94,-40.34%
BA,7/29/2020,Jun-20,($2.93),($4.79),Before Open,-1.86,63.48%
BA,4/29/2020,Mar-20,($2.04),($1.70),Before Open,0.34,-16.67%
BA,1/29/2020,Dec-19,$1.73 ,($2.33),Before Open,-4.06,-234.68%
BA,10/23/2019,Sep-19,$2.04 ,$1.45 ,Before Open,-0.59,-28.92%
BA,7/24/2019,Jun-19,$1.85 ,$2.92 ,Before Open,1.07,57.84%
BA,4/24/2019,Mar-19,$3.11 ,$3.16 ,Before Open,0.05,1.61%
BA,1/30/2019,Dec-18,$4.52 ,$5.48 ,Before Open,0.96,21.24%
BA,10/24/2018,Sep-18,$3.45 ,$3.58 ,Before Open,0.13,3.77%
BA,7/25/2018,Jun-18,$3.24 ,$3.33 ,Before Open,0.09,2.78%
BA,4/25/2018,Mar-18,$2.59 ,$3.64 ,Before Open,1.05,40.54%
BA,1/31/2018,Dec-17,$2.91 ,$4.80 ,Before Open,1.89,64.95%
BA,10/25/2017,Sep-17,$2.65 ,$2.72 ,Before Open,0.07,2.64%
BA,7/26/2017,Jun-17,$2.32 ,$2.55 ,Before Open,0.23,9.91%
BA,4/26/2017,Mar-17,$1.91 ,$2.01 ,Before Open,0.1,5.24%
BA,1/25/2017,Dec-16,$2.34 ,$2.47 ,Before Open,0.13,5.56%
BA,10/26/2016,Sep-16,$2.62 ,$3.51 ,Before Open,0.89,33.97%
BA,7/27/2016,Jun-16,($0.88),($0.44),Before Open,0.44,-50.00%
BA,4/27/2016,Mar-16,$1.81 ,$1.74 ,Before Open,-0.07,-3.87%
BA,1/27/2016,Dec-15,$1.37 ,$1.60 ,Before Open,0.23,16.79%
BA,10/21/2015,Sep-15,$2.22 ,$2.52 ,Before Open,0.3,13.51%
BA,7/22/2015,Jun-15,$1.40 ,$1.62 ,Before Open,0.22,15.71%
BA,4/22/2015,Mar-15,$1.81 ,$1.97 ,Before Open,0.16,8.84%
BA,1/28/2015,Dec-14,$2.07 ,$2.31 ,Before Open,0.24,11.59%
BA,10/22/2014,Sep-14,$1.94 ,$2.14 ,Before Open,0.2,10.31%
BA,7/23/2014,Jun-14,$2.02 ,$2.42 ,Before Open,0.4,19.80%
BA,4/23/2014,Mar-14,$1.54 ,$1.76 ,Before Open,0.22,14.29%
BA,1/29/2014,Dec-13,$1.59 ,$1.88 ,Before Open,0.29,18.24%
BA,10/23/2013,Sep-13,$1.54 ,$1.80 ,Before Open,0.26,16.88%
BA,7/24/2013,Jun-13,$1.58 ,$1.67 ,Before Open,0.09,5.70%
BA,4/24/2013,Mar-13,$1.47 ,$1.73 ,Before Open,0.26,17.69%
BA,1/30/2013,Dec-12,$1.20 ,$1.28 ,Before Open,0.08,6.67%
BA,10/24/2012,Sep-12,$1.12 ,$1.35 ,Before Open,0.23,20.54%
MDLZ,7/26/2022,Jun-22,$0.64 ,$0.67 ,After Close,0.03,4.69%
MDLZ,4/26/2022,Mar-22,$0.74 ,$0.84 ,After Close,0.1,13.51%
MDLZ,1/27/2022,Dec-21,$0.72 ,$0.71 ,After Close,-0.01,-1.39%
MDLZ,11/2/2021,Sep-21,$0.70 ,$0.71 ,After Close,0.01,1.43%
MDLZ,7/27/2021,Jun-21,$0.66 ,$0.66 ,After Close,0,0.00%
MDLZ,4/27/2021,Mar-21,$0.69 ,$0.77 ,After Close,0.08,11.59%
MDLZ,1/28/2021,Dec-20,$0.67 ,$0.67 ,After Close,0,0.00%
MDLZ,11/2/2020,Sep-20,$0.63 ,$0.63 ,After Close,0,0.00%
MDLZ,7/28/2020,Jun-20,$0.56 ,$0.63 ,After Close,0.07,12.50%
MDLZ,4/28/2020,Mar-20,$0.65 ,$0.69 ,After Close,0.04,6.15%
MDLZ,1/29/2020,Dec-19,$0.60 ,$0.61 ,After Close,0.01,1.67%
MDLZ,10/29/2019,Sep-19,$0.61 ,$0.64 ,After Close,0.03,4.92%
MDLZ,7/30/2019,Jun-19,$0.57 ,$0.57 ,After Close,0,0.00%
MDLZ,4/30/2019,Mar-19,$0.61 ,$0.65 ,After Close,0.04,6.56%
MDLZ,1/30/2019,Dec-18,$0.63 ,$0.63 ,After Close,0,0.00%
MDLZ,10/29/2018,Sep-18,$0.61 ,$0.62 ,After Close,0.01,1.64%
MDLZ,7/25/2018,Jun-18,$0.54 ,$0.56 ,After Close,0.02,3.70%
MDLZ,5/1/2018,Mar-18,$0.61 ,$0.62 ,After Close,0.01,1.64%
MDLZ,1/31/2018,Dec-17,$0.56 ,$0.57 ,After Close,0.01,1.79%
MDLZ,10/30/2017,Sep-17,$0.54 ,$0.57 ,After Close,0.03,5.56%
MDLZ,8/2/2017,Jun-17,$0.46 ,$0.48 ,Before Open,0.02,4.35%
MDLZ,5/2/2017,Mar-17,$0.50 ,$0.53 ,After Close,0.03,6.00%
MDLZ,2/7/2017,Dec-16,$0.49 ,$0.47 ,After Close,-0.02,-4.08%
MDLZ,10/26/2016,Sep-16,$0.43 ,$0.52 ,Before Open,0.09,20.93%
MDLZ,7/27/2016,Jun-16,$0.40 ,$0.44 ,Before Open,0.04,10.00%
MDLZ,4/27/2016,Mar-16,$0.40 ,$0.48 ,Before Open,0.08,20.00%
MDLZ,2/3/2016,Dec-15,$0.49 ,$0.46 ,Before Open,-0.03,-6.12%
MDLZ,10/28/2015,Sep-15,$0.39 ,$0.42 ,Before Open,0.03,7.69%
MDLZ,7/30/2015,Jun-15,$0.39 ,$0.47 ,Before Open,0.08,20.51%
MDLZ,4/29/2015,Mar-15,$0.37 ,$0.41 ,Before Open,0.04,10.81%
MDLZ,2/11/2015,Dec-14,$0.43 ,$0.47 ,Before Open,0.04,9.30%
MDLZ,11/5/2014,Sep-14,$0.39 ,$0.50 ,Before Open,0.11,28.21%
MDLZ,8/6/2014,Jun-14,$0.39 ,$0.40 ,Before Open,0.01,2.56%
MDLZ,5/7/2014,Mar-14,$0.33 ,$0.39 ,Before Open,0.06,18.18%
MDLZ,2/12/2014,Dec-13,$0.44 ,$0.42 ,After Close,-0.02,-4.55%
MDLZ,11/6/2013,Sep-13,$0.41 ,$0.41 ,After Close,0,0.00%
MDLZ,8/7/2013,Jun-13,$0.35 ,$0.37 ,After Close,0.02,5.71%
MDLZ,5/7/2013,Mar-13,$0.34 ,$0.34 ,After Close,0,0.00%
MDLZ,2/13/2013,Dec-12,$0.37 ,$0.36 ,After Close,-0.01,-2.70%
MDLZ,11/7/2012,Sep-12,$0.36 ,$0.39 ,After Close,0.03,8.33%
TMUS,7/27/2022,Jun-22,$0.41 ,$1.43 ,Before Open,1.02,248.78%
TMUS,4/27/2022,Mar-22,$0.41 ,$0.57 ,Before Open,0.16,39.02%
TMUS,2/2/2022,Dec-21,$0.16 ,$1.10 ,After Close,0.94,587.50%
TMUS,11/2/2021,Sep-21,$0.54 ,$0.55 ,After Close,0.01,1.85%
TMUS,7/29/2021,Jun-21,$0.52 ,$0.78 ,After Close,0.26,50.00%
TMUS,5/4/2021,Mar-21,$0.55 ,$0.92 ,After Close,0.37,67.27%
TMUS,2/4/2021,Dec-20,$0.51 ,$1.03 ,After Close,0.52,101.96%
TMUS,11/5/2020,Sep-20,$0.51 ,$1.17 ,After Close,0.66,129.41%
TMUS,8/6/2020,Jun-20,$0.11 ,$0.61 ,After Close,0.5,454.55%
TMUS,5/6/2020,Mar-20,$1.00 ,$1.23 ,After Close,0.23,23.00%
TMUS,2/6/2020,Dec-19,$0.83 ,$0.87 ,After Close,0.04,4.82%
TMUS,10/28/2019,Sep-19,$0.97 ,$1.16 ,After Close,0.19,19.59%
TMUS,7/25/2019,Jun-19,$0.99 ,$1.29 ,Before Open,0.3,30.30%
TMUS,4/25/2019,Mar-19,$0.95 ,$1.17 ,After Close,0.22,23.16%
TMUS,2/7/2019,Dec-18,$0.69 ,$0.75 ,Before Open,0.06,8.70%
TMUS,10/30/2018,Sep-18,$0.85 ,$0.93 ,After Close,0.08,9.41%
TMUS,8/1/2018,Jun-18,$0.86 ,$0.92 ,After Close,0.06,6.98%
TMUS,5/1/2018,Mar-18,$0.73 ,$0.78 ,--,0.05,6.85%
TMUS,2/8/2018,Dec-17,$0.37 ,$0.48 ,Before Open,0.11,29.73%
TMUS,10/23/2017,Sep-17,$0.44 ,$0.63 ,--,0.19,43.18%
TMUS,7/19/2017,Jun-17,$0.36 ,$0.67 ,After Close,0.31,86.11%
TMUS,4/24/2017,Mar-17,$0.35 ,$0.46 ,After Close,0.11,31.43%
TMUS,2/14/2017,Dec-16,$0.29 ,$0.45 ,Before Open,0.16,55.17%
TMUS,10/24/2016,Sep-16,$0.22 ,$0.27 ,Before Open,0.05,22.73%
TMUS,7/27/2016,Jun-16,$0.22 ,$0.25 ,Before Open,0.03,13.64%
TMUS,4/26/2016,Mar-16,$0.18 ,$0.56 ,Before Open,0.38,211.11%
TMUS,2/17/2016,Dec-15,$0.12 ,$0.34 ,Before Open,0.22,183.33%
TMUS,10/27/2015,Sep-15,$0.30 ,$0.15 ,Before Open,-0.15,-50.00%
TMUS,7/30/2015,Jun-15,$0.17 ,$0.42 ,Before Open,0.25,147.06%
TMUS,4/28/2015,Mar-15,($0.07),($0.09),Before Open,-0.02,28.57%
TMUS,2/19/2015,Dec-14,$0.09 ,$0.12 ,Before Open,0.03,33.33%
TMUS,10/27/2014,Sep-14,$0.03 ,($0.12),After Close,-0.15,-500.00%
TMUS,7/30/2014,Jun-14,$0.14 ,$0.48 ,Before Open,0.34,242.86%
TMUS,5/1/2014,Mar-14,($0.08),($0.19),Before Open,-0.11,137.50%
TMUS,2/25/2014,Dec-13,($0.15),($0.03),Before Open,0.12,-80.00%
TMUS,11/7/2013,Sep-13,$0.04 ,($0.04),Before Open,-0.08,-200.00%
TMUS,8/8/2013,Jun-13,$0.07 ,$0.03 ,Before Open,-0.04,-57.14%
DUK,8/4/2022,Jun-22,$1.10 ,$1.14 ,Before Open,0.04,3.64%
DUK,5/9/2022,Mar-22,$1.34 ,$1.30 ,Before Open,-0.04,-2.99%
DUK,2/10/2022,Dec-21,$0.94 ,$0.94 ,Before Open,0,0.00%
DUK,11/4/2021,Sep-21,$1.81 ,$1.88 ,Before Open,0.07,3.87%
DUK,8/5/2021,Jun-21,$1.12 ,$1.15 ,Before Open,0.03,2.68%
DUK,5/10/2021,Mar-21,$1.24 ,$1.26 ,Before Open,0.02,1.61%
DUK,2/11/2021,Dec-20,$1.02 ,$1.03 ,Before Open,0.01,0.98%
DUK,11/5/2020,Sep-20,$1.79 ,$1.87 ,Before Open,0.08,4.47%
DUK,8/10/2020,Jun-20,$1.04 ,$1.08 ,Before Open,0.04,3.85%
DUK,5/12/2020,Mar-20,$1.21 ,$1.14 ,Before Open,-0.07,-5.79%
DUK,2/13/2020,Dec-19,$0.88 ,$0.91 ,Before Open,0.03,3.41%
DUK,11/8/2019,Sep-19,$1.69 ,$1.79 ,Before Open,0.1,5.92%
DUK,8/6/2019,Jun-19,$0.98 ,$1.12 ,Before Open,0.14,14.29%
DUK,5/9/2019,Mar-19,$1.21 ,$1.24 ,Before Open,0.03,2.48%
DUK,2/14/2019,Dec-18,$0.89 ,$0.84 ,Before Open,-0.05,-5.62%
